"","geneID","EE_028-20120223_EMB-0","EE_118-20120223_EMB-60","EE_118-20120223_EMB-90","EE_199-20120223_EMB-150","EE_378-20120223_EMB-300","EE_467-20120223_EMB-390","EE_574-20120223_EMB-480","EE_674-20120223_EMB-570","EE_674-20120223_EMB-600","EE_285-20120411_EMB-180","EE_199-20120419_EMB-120","EE_285-20120419_EMB-180","EE_378-20120419_EMB-270","EE_467-20120419_EMB-330","EE_574-20120419_EMB-420","geneName","WormBaseID","Description","InterPro","GS1_homologID","GS1_percent_homology","GS2_homologID","GS2_percent_homology","GS3_homologID","GS3_percent_homology","GS4_homologID","GS4_percent_homology"
"76","WBGene00007872",0,0,0,0,0,0.146553461933508,0.25625005084962,0.143834953418331,0,0,0,0,0,0,0,"C32H11.9","C32H11.9","CUB_2 domain-containing protein","CUB-like domain","C32H11.9 | WBGene00007872",NA,"C32H11.9 | WBGene00007872",42.0054,"CBN20011 | WBGene00158736",45.2575,"Cre-dod-24.2 | WBGene00062703",48.2385
"77","WBGene00007873",0,0,0,0.10774946546837,0.294045476191211,0,0,0.0719174767091656,0.0716391187987209,0,0,0,0,0,0,"dod-21","C32H11.10","CUB_2 domain-containing protein","CUB-like domain","dod-21 | WBGene00007873",NA,"dod-21 | WBGene00007873",42.9363,"CBN20011 | WBGene00158736",46.2604,"Cre-dod-24.2 | WBGene00062703",49.3075
"78","WBGene00007874",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"C32H11.11","C32H11.11","DUF148 domain-containing protein","SXP/RAL-2 family protein Ani s 5-like, cation-binding domain","C32H11.11 | WBGene00007874",NA,"C32H11.11 | WBGene00007874",42.0513,NA,NA,"CRE11004 | WBGene00080441",42.5641
"79","WBGene00008030",0.052290069749724,0,0,0,0,0.146553461933508,0.0640625127124049,0,0,0,0,0,0.128436330065442,0.222254350323308,0.350381219146196,"scl-8","C39E9.6","SCP domain-containing protein","Cysteine-rich  secretory protein-related, Venom allergen 5-like, CAP domain, CAP superfamily","scl-8 | WBGene00008030",NA,"scl-8 | WBGene00008030",NA,NA,NA,NA,NA
"80","WBGene00008054",0.156870209249172,0,0,0.0538747327341852,0,0,0,0,0,0,0,0,0,0.111127175161654,0.350381219146196,"C41C4.9","C41C4.9","","","C41C4.9 | WBGene00008054",NA,"C41C4.9 | WBGene00008054",63.8889,"CBN22389 | WBGene00161114",51.8519,NA,NA
"81","WBGene00008058",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"C41G6.12","C41G6.12","Seven TM Receptor","7TM GPCR, serpentine receptor class r (Str)","C41G6.12 | WBGene00008058",NA,"C41G6.12 | WBGene00008058",NA,"CBN07584 | WBGene00146309",39.5349,"CRE15994 | WBGene00082047",38.1395
"82","WBGene00008059",0,0,0,0,0,0.146553461933508,0,0.143834953418331,0,0,0,0,0,0,0,"C41G6.13","C41G6.13","Secreted protein","","C41G6.13 | WBGene00008059",NA,"C41G6.13 | WBGene00008059",23.4513,"CBN18978 | WBGene00157703",21.6814,"CRE24688 | WBGene00067101",26.5487
"83","WBGene00008211",0.104580139499448,0,0,0,0,0.219830192900261,0.320312563562024,0,0,0,0,0,0.128436330065442,0,0.0875953047865491,"C49F5.7","C49F5.7","Carrier domain-containing protein","","C49F5.7 | WBGene00008211",NA,"C49F5.7 | WBGene00008211",65.9091,"CBN13337 | WBGene00152062",64.7727,"CRE16624 | WBGene00081880",69.3182
"84","WBGene00008287",0,0,0,0,0,0,0,0.0719174767091656,0.214917356396163,0,0,0,0,0.222254350323308,0.350381219146196,"C54C6.5","C54C6.5","Toxin","","C54C6.5 | WBGene00008287",NA,"C54C6.5 | WBGene00008287",71.0526,"CBN24906 | WBGene00163631",68.4211,"CRE25450 | WBGene00054829",73.6842
"85","WBGene00008295",0,0,0.0561647433237531,0,0.0735113690478028,0,0,0,0.143278237597442,0,0,0.0843716530819868,0,0,0.175190609573098,"nlp-39","C54C8.9","Neuropeptide-Like Protein","","nlp-39 | WBGene00008295",NA,"nlp-39 | WBGene00008295",NA,NA,NA,NA,NA
"86","WBGene00008322",0,0,0,0,0,0,0.192187538137215,0,0,0,0.0940553271056166,0,0,0,0.350381219146196,"C55A1.4","C55A1.4","DUF2059 domain-containing protein","Protein of unknown function DUF4473","C55A1.4 | WBGene00008322",NA,"C55A1.4 | WBGene00008322",69.6078,"CBN25350 | WBGene00164075",71.5686,"CRE08915 | WBGene00056933",75.4902
"87","WBGene00008358",0,0.127615992249115,0,0,0,0,0,0.0719174767091656,0,0,0,0,0.128436330065442,0,0.350381219146196,"nspc-18","D1025.7","Nematode Specific Peptide family, group C","","nspc-18 | WBGene00008358",NA,"nspc-18 | WBGene00008358",58.2524,"CBN23830 | WBGene00162555",59.2233,"CRE03544 | WBGene00074111",48.5437
"88","WBGene00008523",0.052290069749724,0.0638079961245576,0,0,0.367556845239014,0.0732767309667538,0,0.0719174767091656,0,0,0,0,0,0.111127175161654,0,"F02D10.2","F02D10.2","Transposase","","F02D10.2 | WBGene00008523",NA,"F02D10.2 | WBGene00008523",NA,NA,NA,NA,NA
"89","WBGene00008699",0.052290069749724,0,0,0,0,0,0,0,0,0,0,0,0,0,0.350381219146196,"F11D11.4","F11D11.4","Ovule protein","","F11D11.4 | WBGene00008699",NA,"F11D11.4 | WBGene00008699",NA,NA,NA,NA,NA
"90","WBGene00008751",0,0,0,0,0.0735113690478028,0.0732767309667538,0.0640625127124049,0.0719174767091656,0.0716391187987209,0,0,0,0,0,0.262785914359647,"fipr-14","F13E9.2","FIP (Fungus-Induced Protein) Related","Fungus-induced protein","fipr-14 | WBGene00008751",NA,"fipr-14 | WBGene00008751",NA,NA,NA,NA,NA
"91","WBGene00008797",0,0,0,0,0.0735113690478028,0,0,0.287669906836662,0.214917356396163,0,0,0.337486612327947,0,0,0,"F14D7.10","F14D7.10","DUF148 domain-containing protein","Protein of unknown function DUF4473","F14D7.10 | WBGene00008797",NA,"F14D7.10 | WBGene00008797",NA,"CBN14327 | WBGene00153052",67.9612,"CRE08904 | WBGene00080865",66.9903
"92","WBGene00008798",0,0,0,0,0,0.0732767309667538,0.12812502542481,0.143834953418331,0.214917356396163,0,0,0,0,0,0.437976523932745,"ddn-3","F14D7.11","Downstream of Daf-Nineteen","","ddn-3 | WBGene00008798",NA,"ddn-3 | WBGene00008798",74.6835,"CBN07455 | WBGene00146180",62.0253,"CRE08912 | WBGene00056929",77.2152
"93","WBGene00008816",0.052290069749724,0,0,0,0.0735113690478028,0,0.12812502542481,0.143834953418331,0.286556475194883,0,0,0,0,0,0.175190609573098,"F14F8.8","F14F8.8","Secreted protein","","F14F8.8 | WBGene00008816",NA,"F14F8.8 | WBGene00008816",NA,NA,NA,NA,NA
"94","WBGene00008855",0.052290069749724,0,0,0,0,0,0,0,0.214917356396163,0,0,0,0,0,0,"F15D3.5","F15D3.5","","","F15D3.5 | WBGene00008855",NA,"F15D3.5 | WBGene00008855",NA,NA,NA,NA,NA
"95","WBGene00008907",0,0,0,0,0.0735113690478028,0,0.25625005084962,0.359587383545828,0,0.212605372537764,0,0,0,0,0.0875953047865491,"clec-109","F17B5.3","C-type lectin domain-containing protein","C-type lectin-like, C-type lectin-like/link domain superfamily, C-type lectin fold","clec-109 | WBGene00008907",NA,"clec-109 | WBGene00008907",25.523,"CBN28348 | WBGene00190313",22.1757,"CRE13971 | WBGene00061290",40.5858
"96","WBGene00008928",0.104580139499448,0,0,0.10774946546837,0,0,0,0.0719174767091656,0,0.212605372537764,0,0,0,0,0.175190609573098,"F17H10.4","F17H10.4","","","F17H10.4 | WBGene00008928",NA,"F17H10.4 | WBGene00008928",35.3982,"CBN12253 | WBGene00150978",49.5575,"CRE19173 | WBGene00058770",58.4071
"97","WBGene00009017",0,0,0,0,0,0,0.0640625127124049,0,0.143278237597442,0.212605372537764,0,0,0.128436330065442,0.111127175161654,0,"F21D9.3","F21D9.3","Conotoxin superfamily T","","F21D9.3 | WBGene00009017",NA,"F21D9.3 | WBGene00009017",NA,NA,NA,NA,NA
"98","WBGene00009167",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"F26F2.2","F26F2.2","Transcription termination factor Rho","","F26F2.2 | WBGene00009167",NA,"F26F2.2 | WBGene00009167",NA,NA,NA,NA,NA
"99","WBGene00009235",0,0,0.0561647433237531,0.0538747327341852,0,0,0.12812502542481,0.143834953418331,0,0,0.188110654211233,0,0,0,0.262785914359647,"F28H6.7","F28H6.7","CYSTM domain-containing protein","","F28H6.7 | WBGene00009235",NA,"F28H6.7 | WBGene00009235",NA,NA,NA,NA,NA
"100","WBGene00009423",0,0,0,0,0,0.0732767309667538,0,0.143834953418331,0.0716391187987209,0,0,0,0.128436330065442,0.222254350323308,0.0875953047865491,"F35E8.10","F35E8.10","ShKT domain-containing protein","ShKT domain","F35E8.10 | WBGene00009423",NA,"F35E8.10 | WBGene00009423",77.1084,"CBN18116 | WBGene00156841",80.7229,"CRE08704 | WBGene00056582",83.1325
"101","WBGene00009424",0.052290069749724,0,0,0,0.147022738095606,0,0.12812502542481,0.215752430127497,0,0,0,0,0,0,0.0875953047865491,"F35E8.13","F35E8.13","ShKT domain-containing protein","ShKT domain","F35E8.13 | WBGene00009424",NA,"F35E8.13 | WBGene00009424",77.1084,"CBN18116 | WBGene00156841",80.7229,"CRE08704 | WBGene00056582",83.1325
"102","WBGene00009446",0,0,0,0,0.147022738095606,0,0.192187538137215,0.0719174767091656,0,0,0,0,0,0,0.525571828719294,"F35H8.1","F35H8.1","Secreted protein","","F35H8.1 | WBGene00009446",NA,"F35H8.1 | WBGene00009446",39.3333,"CBN09684 | WBGene00148409",52.6667,"CRE12050 | WBGene00065833",43.3333
"103","WBGene00009463",0,0.0638079961245576,0.0561647433237531,0,0.0735113690478028,0.0732767309667538,0.0640625127124049,0,0,0,0.0940553271056166,0.168743306163974,0,0,0.175190609573098,"F36D1.4","F36D1.4","Spore coat protein","","F36D1.4 | WBGene00009463",NA,"F36D1.4 | WBGene00009463",NA,NA,NA,NA,NA
"104","WBGene00009464",0,0,0,0,0.147022738095606,0,0.25625005084962,0.143834953418331,0,0,0,0,0,0,0,"F36D1.5","F36D1.5","Secreted protein","","F36D1.5 | WBGene00009464",NA,"F36D1.5 | WBGene00009464",NA,NA,NA,NA,NA
"105","WBGene00009497",0.052290069749724,0,0,0,0,0.146553461933508,0.12812502542481,0,0,0,0,0,0.128436330065442,0.111127175161654,0.0875953047865491,"F36H1.12","F36H1.12","Dynein light chain","","F36H1.12 | WBGene00009497",NA,"F36H1.12 | WBGene00009497",72.6496,NA,NA,"CRE23816 | WBGene00073766",53.8462
"106","WBGene00009610",0,0.0638079961245576,0,0,0,0,0,0,0.143278237597442,0,0,0,0,0,0.0875953047865491,"oac-28","F41D3.5","Acyl_transf_3 domain-containing protein","Acyltransferase 3 domain, SGNH domain","oac-28 | WBGene00009610",NA,"oac-28 | WBGene00009610",NA,NA,NA,NA,NA
"107","WBGene00009612",0,0,0,0,0,0.0732767309667538,0,0,0,0,0,0,0,0,0.262785914359647,"F41D3.7","F41D3.7","GALNT3","","F41D3.7 | WBGene00009612",NA,"F41D3.7 | WBGene00009612",NA,NA,NA,NA,NA
"108","WBGene00009613",0,0,0,0,0,0.146553461933508,0.12812502542481,0.0719174767091656,0,0,0,0,0.256872660130884,0,0.0875953047865491,"F41D3.8","F41D3.8","Interleukin-22 receptor subunit alpha-1","","F41D3.8 | WBGene00009613",NA,"F41D3.8 | WBGene00009613",NA,NA,NA,NA,NA
"109","WBGene00009615",0,0,0,0,0,0.293106923867015,0.12812502542481,0.143834953418331,0.286556475194883,0,0,0,0,0,0,"oac-25","F41D3.10","Acyl_transf_3 domain-containing protein","Acyltransferase 3 domain, SGNH domain","oac-25 | WBGene00009615",NA,"oac-25 | WBGene00009615",NA,NA,NA,NA,NA
"110","WBGene00009637",0,0,0,0,0,0,0.12812502542481,0,0.0716391187987209,0,0,0,0,0,0,"nspc-13","F42F12.6","Nematode Specific Peptide family, group C","","nspc-13 | WBGene00009637",NA,"nspc-13 | WBGene00009637",65.3465,"CBN23830 | WBGene00162555",66.3366,"CRE03544 | WBGene00074111",61.3861
"111","WBGene00009639",0,0,0,0,0.0735113690478028,0,0,0.143834953418331,0.0716391187987209,0,0,0,0,0,0.175190609573098,"nspc-15","F42F12.8","Nematode Specific Peptide family, group C","","nspc-15 | WBGene00009639",NA,"nspc-15 | WBGene00009639",65.3465,"CBN23830 | WBGene00162555",66.3366,"CRE03544 | WBGene00074111",60.396
"112","WBGene00009680",0,0.127615992249115,0,0,0.0735113690478028,0.0732767309667538,0,0,0.0716391187987209,0,0,0.0843716530819868,0,0,0.262785914359647,"msd-1","F44D12.3","MSP domain-containing protein","Major sperm protein (MSP) domain, PapD-like superfamily, Immunoglobulin-like fold","msd-1 | WBGene00009680",NA,"msd-1 | WBGene00009680",91.7431,"Cbn-msd-4 | WBGene00146637",92.6606,"Cre-msd-4 | WBGene00054696",90.8257
"113","WBGene00009684",0,0,0,0,0,0,0.192187538137215,0,0.0716391187987209,0,0,0,0,0,0,"msd-3","F44D12.7","MSP domain-containing protein","Major sperm protein (MSP) domain, PapD-like superfamily, Immunoglobulin-like fold","msd-3 | WBGene00009684",NA,"msd-3 | WBGene00009684",91.7431,"Cbn-msd-4 | WBGene00146637",92.6606,"Cre-msd-4 | WBGene00054696",90.8257
"114","WBGene00009687",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175190609573098,"F44D12.10","F44D12.10","C2H2-type domain-containing protein","Zinc finger, RING/FYVE/PHD-type, Zinc finger C2H2-type, Zinc finger, RING-type, eukaryotic","F44D12.10 | WBGene00009687",NA,"F44D12.10 | WBGene00009687",NA,NA,NA,NA,NA
"115","WBGene00009704",0,0.127615992249115,0.224658973295012,0,0.0735113690478028,0,0,0.143834953418331,0,0,0,0,0.128436330065442,0,0.175190609573098,"F44F4.9","F44F4.9","","","F44F4.9 | WBGene00009704",NA,"F44F4.9 | WBGene00009704",45.7627,NA,NA,NA,NA
"116","WBGene00009750",0,0.127615992249115,0.0561647433237531,0.0538747327341852,0,0,0.0640625127124049,0.0719174767091656,0.0716391187987209,0,0,0,0,0.111127175161654,0.0875953047865491,"F46A8.7","F46A8.7","","","F46A8.7 | WBGene00009750",NA,"F46A8.7 | WBGene00009750",NA,NA,NA,NA,NA
"117","WBGene00010085",0,0,0,0,0.220534107143408,0,0.192187538137215,0,0,0,0,0,0,0,0.525571828719294,"F55B11.3","F55B11.3","Secreted protein","","F55B11.3 | WBGene00010085",NA,"F55B11.3 | WBGene00010085",NA,NA,NA,NA,NA
"118","WBGene00010206",0,0.127615992249115,0,0,0,0.146553461933508,0.12812502542481,0,0,0,0,0,0,0,0.350381219146196,"F57G4.1","F57G4.1","FTH domain-containing protein","Domain of unknown function DUF38/FTH, Caenorhabditis species","F57G4.1 | WBGene00010206",NA,"F57G4.1 | WBGene00010206",NA,NA,NA,"CRE07994 | WBGene00079919",11.5385
"119","WBGene00010216",0,0,0,0,0,0.0732767309667538,0.12812502542481,0.143834953418331,0.286556475194883,0.106302686268882,0,0,0,0,0.175190609573098,"F57G8.7","F57G8.7","Conserved domain protein","","F57G8.7 | WBGene00010216",NA,"F57G8.7 | WBGene00010216",NA,"CBN07777 | WBGene00146502",68.7023,"CRE05052 | WBGene00063772",58.0153
"120","WBGene00010249",0.052290069749724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"F58D12.1","F58D12.1","","","F58D12.1 | WBGene00010249",NA,"F58D12.1 | WBGene00010249",NA,NA,NA,NA,NA
"121","WBGene00010270",0,0,0,0,0,0,0.12812502542481,0,0.358195593993604,0,0,0,0,0,0,"F58G1.8","F58G1.8","EFG_III domain-containing protein","EF-G domain III/V-like, Elongation Factor G, domain II","F58G1.8 | WBGene00010270",NA,"F58G1.8 | WBGene00010270",NA,NA,NA,NA,NA
"122","WBGene00010301",0,0,0,0,0,0,0.0640625127124049,0.0719174767091656,0.0716391187987209,0,0,0,0,0,0.350381219146196,"F59A1.16","F59A1.16","Saposin B-type domain-containing protein","","F59A1.16 | WBGene00010301",NA,"F59A1.16 | WBGene00010301",68.3673,"CBN01099 | WBGene00139824",68.3673,"CRE13177 | WBGene00072986",24.4898
"123","WBGene00010377",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"nspa-1","H12D21.1","Nematode Specific Peptide family, group A","","nspa-1 | WBGene00010377",NA,"nspa-1 | WBGene00010377",73.5294,NA,NA,"CRE01691 | WBGene00078007",82.3529
"124","WBGene00010378",0.104580139499448,0,0.0561647433237531,0,0,0,0,0.143834953418331,0,0,0,0,0,0,0.175190609573098,"H12D21.2","H12D21.2","","","H12D21.2 | WBGene00010378",NA,"H12D21.2 | WBGene00010378",46.4286,"CBN24647 | WBGene00163372",38.7755,"CRE23154 | WBGene00069998",42.3469
"125","WBGene00010379",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"H12D21.3","H12D21.3","","","H12D21.3 | WBGene00010379",NA,"H12D21.3 | WBGene00010379",NA,NA,NA,NA,NA
"126","WBGene00010399",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"clec-13","H16D19.1","C-type LECtin","CUB domain, C-type lectin-like, C-type lectin-like/link domain superfamily, C-type lectin fold, C-type lectin, conserved site, Spermadhesin, CUB domain superfamily","clec-13 | WBGene00010399",NA,"clec-13 | WBGene00010399",41.8886,"Cbn-clec-9.1 | WBGene00161973",43.0993,NA,NA
"127","WBGene00010404",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0875953047865491,"H19J13.2","H19J13.2","Ovule protein","Protein of unknown function DUF5354","H19J13.2 | WBGene00010404",NA,"H19J13.2 | WBGene00010404",50.5263,"Cbn-droe-4.2 | WBGene00158646",48.4211,"CRE05457 | WBGene00052949",54.7368
"128","WBGene00010413",0,0,0,0,0.294045476191211,0,0.192187538137215,0,0,0,0.0940553271056166,0,0,0,0.262785914359647,"H25K10.4","H25K10.4","DUF4440 domain-containing protein","Domain of unknown function DUF4440, NTF2-like domain superfamily","H25K10.4 | WBGene00010413",NA,"H25K10.4 | WBGene00010413",69.5312,NA,NA,NA,NA
"129","WBGene00010417",0,0,0,0,0,0,0.0640625127124049,0,0,0,0,0,0,0,0.175190609573098,"clpr-3","H25P06.4","Calpain catalytic domain-containing protein","Peptidase C2, calpain, catalytic domain, Peptidase C2, calpain family, Papain-like cysteine peptidase superfamily","clpr-3 | WBGene00010417",NA,"clpr-3 | WBGene00010417",NA,"CBN32331 | WBGene00194296",18.8312,"CRE04401 | WBGene00061089",23.7013
"130","WBGene00010635",0.052290069749724,0,0,0,0,0.0732767309667538,0.448437588986834,0,0,0,0,0,0.256872660130884,0,0,"K07F5.7","K07F5.7","Major sperm protein","Major sperm protein (MSP) domain, PapD-like superfamily, Immunoglobulin-like fold","K07F5.7 | WBGene00010635",NA,"K07F5.7 | WBGene00010635",76.8657,"CBN04207 | WBGene00142932",74.6269,"CRE10399 | WBGene00064988",76.1194
"131","WBGene00010817",0,0,0,0,0.0735113690478028,0.219830192900261,0.12812502542481,0.0719174767091656,0,0,0,0,0,0,0,"M01G12.2","M01G12.2","SERPIN domain-containing protein","Serpin, conserved site, Serpin domain, Serpin superfamily, Serpin superfamily, domain 2","M01G12.2 | WBGene00010817",NA,"M01G12.2 | WBGene00010817",NA,"CBN07045 | WBGene00145770",19.171,"CRE28617 | WBGene00055983",35.7513
"132","WBGene00010820",0.104580139499448,0,0.112329486647506,0,0,0.146553461933508,0.25625005084962,0.215752430127497,0.0716391187987209,0,0,0,0,0,0.0875953047865491,"M01G12.6","M01G12.6","G_PROTEIN_RECEP_F1_2 domain-containing protein","","M01G12.6 | WBGene00010820",NA,"M01G12.6 | WBGene00010820",NA,NA,NA,NA,NA
"133","WBGene00011001",0.052290069749724,0,0,0,0,0,0.192187538137215,0.0719174767091656,0.0716391187987209,0.106302686268882,0,0,0,0,0.175190609573098,"R04B5.1","R04B5.1","TMhelix containing protein","","R04B5.1 | WBGene00011001",NA,"R04B5.1 | WBGene00011001",67.4419,NA,NA,NA,NA
"134","WBGene00011170",0,0,0,0,0,0,0,0.143834953418331,0,0,0,0,0,0,0,"R09D1.14","R09D1.14","GH18 domain-containing protein","Glycoside hydrolase family 18, catalytic domain, Glycoside hydrolase superfamily","R09D1.14 | WBGene00011170",NA,"R09D1.14 | WBGene00011170",34,"Cbn-chil-11 | WBGene00191172",32.6667,"CRE01663 | WBGene00077993",35.3333
"135","WBGene00011177",0.052290069749724,0.0638079961245576,0,0.10774946546837,0.0735113690478028,0,0,0.0719174767091656,0,0,0,0,0,0,0.262785914359647,"R09E10.8","R09E10.8","Saposin B-type domain-containing protein","","R09E10.8 | WBGene00011177",NA,"R09E10.8 | WBGene00011177",NA,NA,NA,NA,NA
"136","WBGene00011196",0,0,0,0,0,0,0.192187538137215,0,0.286556475194883,0,0,0,0,0,0,"R10D12.15","R10D12.15","Glyco_hydro_19_cat domain-containing protein","Glycoside hydrolase, family 19, catalytic, Lysozyme-like domain superfamily","R10D12.15 | WBGene00011196",NA,"R10D12.15 | WBGene00011196",72.0879,NA,NA,NA,NA
"137","WBGene00011416",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"T04A11.1","T04A11.1","Phenazine biosynthesis-like domain-containing protein","Phenazine biosynthesis PhzF protein","T04A11.1 | WBGene00011416",NA,"T04A11.1 | WBGene00011416",88.785,"CBN07804 | WBGene00146529",91.9003,"CRE22218 | WBGene00074445",90.3427
"138","WBGene00011417",0,0,0,0,0,0,0,0.0719174767091656,0,0,0,0,0,0,0.0875953047865491,"T04A11.2","T04A11.2","Phenazine biosynthesis-like domain-containing protein 1","Phenazine biosynthesis PhzF protein","T04A11.2 | WBGene00011417",NA,"T04A11.2 | WBGene00011417",81.962,"CBN29488 | WBGene00191453",83.2279,"CRE29947 | WBGene00065723",82.5949
"139","WBGene00011419",0,0,0,0,0,0,0,0,0,0.106302686268882,0,0,0,0,0,"T04A11.4","T04A11.4","Phenazine biosynthesis-like domain-containing protein","Phenazine biosynthesis PhzF protein","T04A11.4 | WBGene00011419",NA,"T04A11.4 | WBGene00011419",88.785,"CBN07804 | WBGene00146529",91.9003,"CRE22218 | WBGene00074445",90.3427
"140","WBGene00011420",0.052290069749724,0,0,0,0,0,0,0,0.0716391187987209,0,0,0,0,0,0,"T04A11.5","T04A11.5","Phenazine biosynthesis-like domain-containing protein 1","Phenazine biosynthesis PhzF protein","T04A11.5 | WBGene00011420",NA,"T04A11.5 | WBGene00011420",81.962,"CBN29488 | WBGene00191453",83.2279,"CRE29947 | WBGene00065723",82.5949
"141","WBGene00011516",0.104580139499448,0,0.112329486647506,0,0,0,0,0.0719174767091656,0.0716391187987209,0,0,0,0,0.111127175161654,0.525571828719294,"T06C12.9","T06C12.9","Plasma membrane proteolipid 3","Proteolipid membrane potential modulator","T06C12.9 | WBGene00011516",NA,"T06C12.9 | WBGene00011516",72.5275,"CBN25908 | WBGene00164633",58.2418,"CRE05450 | WBGene00052932",59.3407
"142","WBGene00011577",0.104580139499448,0.127615992249115,0,0,0,0,0,0,0,0,0,0,0,0,0.350381219146196,"fipr-12","T07C12.13","FIP (Fungus-Induced Protein) Related","","fipr-12 | WBGene00011577",NA,"fipr-12 | WBGene00011577",85.1351,"CBN04347 | WBGene00143072",85.1351,"CRE23261 | WBGene00067639",85.1351
"143","WBGene00011584",0,0,0,0,0,0,0,0.143834953418331,0,0,0,0,0,0,0,"clec-15","T07D10.4","C-type LECtin","CUB domain, C-type lectin-like, C-type lectin-like/link domain superfamily, C-type lectin fold, C-type lectin, conserved site, Spermadhesin, CUB domain superfamily","clec-15 | WBGene00011584",NA,"clec-15 | WBGene00011584",41.8886,"Cbn-clec-9.1 | WBGene00161973",43.0993,NA,NA
"144","WBGene00011626",0,0,0,0,0,0,0,0,0.143278237597442,0,0,0,0,0,0,"T08G5.7","T08G5.7","C2H2-type domain-containing protein","Zinc finger C2H2-type","T08G5.7 | WBGene00011626",NA,"T08G5.7 | WBGene00011626",NA,NA,NA,"CRE16263 | WBGene00068415",29.2373
"145","WBGene00011943",0,0,0,0,0,0,0,0.143834953418331,0.143278237597442,0,0,0.168743306163974,0,0,0.175190609573098,"T23D5.8","T23D5.8","Transmembrane protein","7TM GPCR, serpentine receptor class r (Str)","T23D5.8 | WBGene00011943",NA,"T23D5.8 | WBGene00011943",59.7403,NA,NA,"Cre-str-9 | WBGene00064813",58.4416
"146","WBGene00012057",0.052290069749724,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0875953047865491,"T26F2.1","T26F2.1","Glyco_hydro_19_cat domain-containing protein","Glycoside hydrolase, family 19, catalytic, Lysozyme-like domain superfamily","T26F2.1 | WBGene00012057",NA,"T26F2.1 | WBGene00012057",72.0879,NA,NA,NA,NA
"147","WBGene00012146",0.104580139499448,0,0,0.10774946546837,0,0,0,0,0.0716391187987209,0.106302686268882,0.188110654211233,0,0.256872660130884,0,0.0875953047865491,"VB0393L.2","VB0393L.2","","","VB0393L.2 | WBGene00012146",NA,"VB0393L.2 | WBGene00012146",NA,NA,NA,NA,NA
"148","WBGene00012212",0,0.127615992249115,0,0,0,0,0.12812502542481,0,0,0.106302686268882,0,0,0.256872660130884,0.222254350323308,0,"W02D9.6","W02D9.6","AGC-kinase C-terminal domain-containing protein","","W02D9.6 | WBGene00012212",NA,"W02D9.6 | WBGene00012212",NA,NA,NA,NA,NA
"149","WBGene00012264",0.052290069749724,0,0,0,0,0.146553461933508,0.192187538137215,0.143834953418331,0,0.106302686268882,0,0,0,0,0,"W04G5.3","W04G5.3","","","W04G5.3 | WBGene00012264",NA,"W04G5.3 | WBGene00012264",NA,NA,NA,NA,NA
"150","WBGene00012278",0,0,0,0,0,0,0,0.0719174767091656,0,0,0,0,0.256872660130884,0,0.262785914359647,"W05B10.3","W05B10.3","Saposin B-type domain-containing protein","","W05B10.3 | WBGene00012278",NA,"W05B10.3 | WBGene00012278",70.5263,"CBN11135 | WBGene00149860",65.2632,"CRE27456 | WBGene00052591",68.4211
"151","WBGene00012309",0.052290069749724,0.0638079961245576,0,0.10774946546837,0,0.0732767309667538,0.0640625127124049,0,0.286556475194883,0,0.0940553271056166,0,0,0,0.175190609573098,"W06G6.2","W06G6.2","Transcriptional regulator","","W06G6.2 | WBGene00012309",NA,"W06G6.2 | WBGene00012309",NA,NA,NA,NA,NA
"152","WBGene00012311",0,0,0,0,0,0,0.12812502542481,0,0.214917356396163,0,0,0,0,0,0.262785914359647,"W06G6.9","W06G6.9","CYSTM domain-containing protein","","W06G6.9 | WBGene00012311",NA,"W06G6.9 | WBGene00012311",NA,NA,NA,NA,NA
"153","WBGene00012312",0.052290069749724,0,0,0,0.0735113690478028,0,0.25625005084962,0,0,0,0,0,0,0.222254350323308,0.175190609573098,"W06G6.10","W06G6.10","","","W06G6.10 | WBGene00012312",NA,"W06G6.10 | WBGene00012312",NA,NA,NA,NA,NA
"154","WBGene00012313",0,0,0,0,0,0,0,0.0719174767091656,0,0,0,0,0,0,0,"W06G6.11","W06G6.11","CYSTM domain-containing protein","","W06G6.11 | WBGene00012313",NA,"W06G6.11 | WBGene00012313",NA,NA,NA,NA,NA
"155","WBGene00012314",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"W06G6.12","W06G6.12","DUF5709 domain-containing protein","","W06G6.12 | WBGene00012314",NA,"W06G6.12 | WBGene00012314",NA,NA,NA,NA,NA
"156","WBGene00012409",0,0.127615992249115,0,0.10774946546837,0,0,0.192187538137215,0,0.0716391187987209,0,0,0.0843716530819868,0,0,0.350381219146196,"Y7A5A.3","Y7A5A.3","Phage protein","","Y7A5A.3 | WBGene00012409",NA,"Y7A5A.3 | WBGene00012409",NA,NA,NA,NA,NA
