"","geneID","EE-SRS255459","EE-SRS266343","L2-SRS183249","L2-SRS266344","L4-SRS183251","L4-SRS266345","YA-SRS255509","YA-SRS266342","geneName","WormBaseID","Description","InterPro","GS1_homologID","GS1_percent_homology","GS2_homologID","GS2_percent_homology","GS3_homologID","GS3_percent_homology","GS4_homologID","GS4_percent_homology"
"732","WBGene00028735",0,0,0,0,0,0.0504855090433683,0.0371563640119807,0,"CBG06467","CBG06467","","GPCR, rhodopsin-like, 7TM, 7TM GPCR, serpentine receptor class w (Srw)","srw-3 | WBGene00005750",54.755,"CBN16246 | WBGene00154971",39.4813,"Cre-srw-3 | WBGene00061011",63.1124,NA,NA
"733","WBGene00028737",0,0,0,0,0,0,0,0,"Cbr-str-39","CBG06469","","7TM GPCR, serpentine receptor class r (Str)","str-39 | WBGene00006104",50,NA,NA,"Cre-str-39 | WBGene00061009",65.6442,NA,NA
"734","WBGene00028741",0,0,0,0.191289059671761,0,0.100971018086737,0.148625456047923,0,"CBG06473","CBG06473","","7TM GPCR, serpentine receptor class bc (Srbc)",NA,NA,NA,NA,NA,NA,NA,NA
"735","WBGene00028744",0,0,0,0.286933589507642,0,0.30291305426021,0,0,"CBG06477","CBG06477","","Receptor L-domain, Receptor L-domain superfamily",NA,NA,"CBN02070 | WBGene00140795",16.1538,"CRE16024 | WBGene00061135",29.2308,NA,NA
"736","WBGene00028745",0,0.0441238639814825,0,0.0478222649179403,0,0.201942036173473,0,0,"CBG06478","CBG06478","","Receptor L-domain, Receptor L-domain superfamily",NA,NA,"CBN02070 | WBGene00140795",19.281,"CRE16024 | WBGene00061135",36.6013,NA,NA
"737","WBGene00028747",0,0,0,0.0956445298358807,0,0.201942036173473,0.0743127280239614,0,"Cbr-irld-11.1","CBG06480","","Receptor L-domain, Receptor L-domain superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"738","WBGene00028748",0.0587484523454585,0,0,0.573867179015284,0,0.100971018086737,0.0743127280239614,0,"Cbr-irld-11.2","CBG06481","","Receptor L-domain, Receptor L-domain superfamily",NA,NA,"CBN02865 | WBGene00141590",50.3685,"Cre-irld-11 | WBGene00082506",58.4767,NA,NA
"739","WBGene00028749",0,0,0,0,0,0,0,0,"CBG06482","CBG06482","","",NA,NA,"CBN08509 | WBGene00147234",23.6735,NA,NA,NA,NA
"740","WBGene00028750",0,0,0,0,0,0,0,0,"CBG06483","CBG06483","","7TM GPCR, serpentine chemoreceptor class i (Sri)",NA,NA,"CBN08509 | WBGene00147234",22.7612,NA,NA,NA,NA
"741","WBGene00028753",0.117496904690917,0,0,1.29120115278439,0,0.403884072346946,0.111469092035942,0,"CBG06486","CBG06486","","Receptor L-domain, Receptor L-domain superfamily","irld-11 | WBGene00019391",36.9231,"Cbn-irld-11.1 | WBGene00146806",45.9341,"CRE19058 | WBGene00057775",50.7692,NA,NA
"742","WBGene00028754",0,0,0,0,0,0.100971018086737,0,0,"CBG06487","CBG06487","","","oac-56 | WBGene00013450",60,"Cbn-oac-56 | WBGene00193586",5,"Cre-oac-56.2 | WBGene00076981",61.25,NA,NA
"743","WBGene00028755",0,0,0,0,0,0,0,0,"CBG06488","CBG06488","","Lipase EstA/Esterase EstB, Alpha/Beta hydrolase fold",NA,NA,NA,NA,NA,NA,"Cjp-fil-1 | WBGene00119577",76
"744","WBGene00028758",0,0.0882477279629649,0,0.191289059671761,0,0.100971018086737,0.260094548083865,0.763603695281909,"Cbr-sre-9","CBG06491","","7TM GPCR, serpentine receptor class e (Sre)","sre-9 | WBGene00015898",70.3704,"Cbn-sre-9 | WBGene00190265",72.2222,"Cre-sre-9 | WBGene00067977",72.2222,"Cjp-sre-9 | WBGene00181371",17.284
"745","WBGene00028762",0,0,0,0,0,0,0,0,"CBG06496","CBG06496","","",NA,NA,NA,NA,NA,NA,NA,NA
"746","WBGene00028766",0.234993809381834,0.0882477279629649,0,0,0,0,0.0743127280239614,0,"CBG06501","CBG06501","","GPCR, rhodopsin-like, 7TM, 7TM GPCR, serpentine receptor class w (Srw)",NA,NA,"CBN28869 | WBGene00190834",27.1523,"CRE08959 | WBGene00057000",25.8278,NA,NA
"747","WBGene00028767",0.146871130863646,0.0882477279629649,0,0.812978503604986,0,0.403884072346946,0.0743127280239614,0.127267282546985,"Cbr-nhr-187","CBG06502","","Nuclear hormone receptor, ligand-binding domain, Nuclear hormone receptor-like domain superfamily","nhr-187 | WBGene00018542",79.2079,"Cbn-nhr-187 | WBGene00150200",76.8977,"Cre-nhr-187 | WBGene00067982",83.1683,"CJA11134 | WBGene00130338",36.3036
"748","WBGene00028768",0,0,0,0.191289059671761,0,0,0,0,"CBG06503","CBG06503","","Nuclear hormone receptor, ligand-binding domain, Zinc finger, nuclear hormone receptor-type, Zinc finger, NHR/GATA-type, Nuclear hormone receptor-like domain superfamily",NA,NA,"Cbn-nhr-197 | WBGene00161330",33.6391,"CRE15995 | WBGene00061001",31.8043,NA,NA
"749","WBGene00028771",0,0,0,0,0,0,0,0,"CBG06506","CBG06506","Protein CBG06506; Protein CBG06509","Receptor L-domain, Receptor L-domain superfamily",NA,NA,NA,NA,NA,NA,"CJA31395 | WBGene00207242",6.88172
"750","WBGene00028774",0,0,0,0,0,0,0,0,"CBG06509","CBG06509","Protein CBG06506; Protein CBG06509","Receptor L-domain, Receptor L-domain superfamily",NA,NA,NA,NA,NA,NA,"CJA31395 | WBGene00207242",6.88172
"751","WBGene00028776",0,0,0,0.0956445298358807,0,0.100971018086737,0,0,"Cbr-srw-98","CBG06512","","GPCR, rhodopsin-like, 7TM, 7TM GPCR, serpentine receptor class w (Srw)","srw-98 | WBGene00005845",66.0777,"Cbn-srw-98 | WBGene00158927",72.0848,"CRE18711 | WBGene00057779",55.477,"CJA01355 | WBGene00120559",49.8233
"752","WBGene00028777",0,0,0,0,0,0,0,0,"CBG06513","CBG06513","","",NA,NA,NA,NA,NA,NA,NA,NA
"753","WBGene00028778",0.117496904690917,0.264743183888895,0,0,0,0.201942036173473,0.0371563640119807,0,"Cbr-srw-91","CBG06514","","GPCR, rhodopsin-like, 7TM, 7TM GPCR, serpentine receptor class w (Srw)","srw-91 | WBGene00005838",55.0847,"Cbn-srw-91 | WBGene00147700",59.6045,"Cre-srw-91 | WBGene00057783",65.8192,NA,NA
"754","WBGene00028779",0,0,0,0,0,0,0,0,"Cbr-srw-96","CBG06515","","GPCR, rhodopsin-like, 7TM, 7TM GPCR, serpentine receptor class w (Srw)",NA,NA,NA,NA,"Cre-srw-96 | WBGene00057781",54.9333,NA,NA
"755","WBGene00028781",0.234993809381834,0,0,0.191289059671761,0,0,0,0,"CBG06517","CBG06517","","Protein of unknown function DUF1759, Phlebovirus glycoprotein G2, fusion domain, Domain of unknown function DUF5641",NA,NA,"CBN32643 | WBGene00194608",18.3655,"CRE18277 | WBGene00071787",8.35629,NA,NA
"756","WBGene00028784",0,0,0,0,0,0,0,0,"CBG06520","CBG06520","","7TM GPCR, serpentine receptor class h (Srh)","srh-130 | WBGene00005347",59.8837,NA,NA,"CRE07831 | WBGene00067984",64.5349,"Cjp-srh-130 | WBGene00136240",51.7442
"757","WBGene00028785",0.0587484523454585,0,0,0.0956445298358807,0,0.100971018086737,0,0,"CBG06521","CBG06521","","7TM GPCR, serpentine receptor class h (Srh)","srh-130 | WBGene00005347",58.3099,NA,NA,"CRE07831 | WBGene00067984",66.1972,"Cjp-srh-130 | WBGene00136240",54.9296
"758","WBGene00028787",0,0,0,0.0956445298358807,0,0,0.222938184071884,0,"CBG06525","CBG06525","","GPCR, rhodopsin-like, 7TM, 7TM GPCR, serpentine receptor class w (Srw)",NA,NA,"CBN01662 | WBGene00140387",57.0652,NA,NA,NA,NA
"759","WBGene00028788",0,0,0,0.191289059671761,0,0.0504855090433683,0,0,"CBG06526","CBG06526","","7TM GPCR, serpentine receptor class h (Srh)","srh-7 | WBGene00005233",68.7688,"Cbn-srh-7 | WBGene00153948",75.0751,"Cre-srh-7 | WBGene00057786",73.5736,"CJA35665 | WBGene00211512",19.2192
"760","WBGene00028789",0,0,0,0.0478222649179403,0,0,0,0,"CBG06527","CBG06527","","7TM GPCR, serpentine receptor class h (Srh)",NA,NA,"CBN24127 | WBGene00162852",31.9277,"CRE19051 | WBGene00057788",82.5301,"CJA12294 | WBGene00131498",42.4699
"761","WBGene00028790",0,0,0,0,0,0,0,0,"Cbr-srh-5","CBG06528","","7TM GPCR, serpentine receptor class h (Srh), 7TM GPCR, serpentine chemoreceptor class i (Sri)","srh-5 | WBGene00005231",62.9496,"CBN06440 | WBGene00145165",39.2086,"CRE19050 | WBGene00057789",68.705,"CJA12294 | WBGene00131498",39.5683
"762","WBGene00028791",0,0,0,0.191289059671761,0,0.100971018086737,0,0,"CBG06529","CBG06529","","7TM GPCR, serpentine receptor class h (Srh)","srh-5 | WBGene00005231",52.2491,"CBN06440 | WBGene00145165",25.2595,"CRE19050 | WBGene00057789",57.0934,"CJA12294 | WBGene00131498",32.526
"763","WBGene00028792",0,0,0,0.0956445298358807,0,0,0.0743127280239614,0,"CBG06530","CBG06530","","GPCR, rhodopsin-like, 7TM, 7TM GPCR, serpentine receptor class w (Srw)","srw-90 | WBGene00005837",46.3127,"Cbn-srw-90 | WBGene00164324",51.6224,"Cre-srw-90 | WBGene00057790",55.7522,NA,NA
"764","WBGene00028793",0.117496904690917,0,0,0,0,0,0,0,"CBG06531","CBG06531","","GPCR, rhodopsin-like, 7TM, 7TM GPCR, serpentine receptor class w (Srw)","srw-89 | WBGene00005836",42.2581,"Cbn-srw-90 | WBGene00164324",43.871,"Cre-srw-90 | WBGene00057790",48.3871,NA,NA
"765","WBGene00028794",0.117496904690917,0,0,0.430400384261463,0,0.201942036173473,0.0371563640119807,0,"CBG06532","CBG06532","","7TM GPCR, serpentine receptor class r (Str)",NA,NA,NA,NA,NA,NA,NA,NA
"766","WBGene00028795",0,0,0,0,0,0,0,0,"CBG06533","CBG06533","","Receptor L-domain, Receptor L-domain superfamily",NA,NA,"CBN08524 | WBGene00147249",39.9621,NA,NA,NA,NA
"767","WBGene00028796",0,0,0,0,0,0.100971018086737,0,0,"CBG06534","CBG06534","","7TM GPCR, serpentine receptor class x  (Srx)",NA,NA,"Cbn-srx-113 | WBGene00192493",50,NA,NA,NA,NA
"768","WBGene00028797",0,0,0,0,0,0.201942036173473,0,0,"CBG06535","CBG06535","","Receptor L-domain, Receptor L-domain superfamily",NA,NA,"CBN08524 | WBGene00147249",40.3101,NA,NA,NA,NA
"769","WBGene00028798",0,0,0,0.0956445298358807,0,0.252427545216841,0.0743127280239614,0,"Cbr-srw-90","CBG06536","","GPCR, rhodopsin-like, 7TM, 7TM GPCR, serpentine receptor class w (Srw)","srw-90 | WBGene00005837",44.2623,"Cbn-srw-90 | WBGene00164324",45.082,"Cre-srw-90 | WBGene00057790",47.8142,NA,NA
"770","WBGene00028799",0.0587484523454585,0.17649545592593,0,0.573867179015284,0,0,0,0,"CBG06537","CBG06537","","GPCR, rhodopsin-like, 7TM, 7TM GPCR, serpentine receptor class w (Srw)","srw-90 | WBGene00005837",39.548,"Cbn-srw-90 | WBGene00164324",44.3503,"Cre-srw-90 | WBGene00057790",48.0226,NA,NA
"771","WBGene00028800",0.0587484523454585,0,0,0.191289059671761,0,0,0,0,"Cbr-srw-103","CBG06538","","G protein-coupled receptor, rhodopsin-like, GPCR, rhodopsin-like, 7TM, 7TM GPCR, serpentine receptor class w (Srw)","srw-103 | WBGene00005850",64.557,"Cbn-srw-103 | WBGene00156193",68.6709,"Cre-srw-103 | WBGene00057791",68.3544,NA,NA
"772","WBGene00028801",0,0,0,0,0,0,0,0,"CBG06539","CBG06539","","Cysteine peptidase, cysteine active site, Peptidase C1A, papain C-terminal, Peptidase C1A, Cysteine peptidase, histidine active site, Cysteine peptidase, asparagine active site, Papain-like cysteine peptidase superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"773","WBGene00028802",0,0,0,0,0,0,0,0,"CBG06540","CBG06540","","Cysteine peptidase, cysteine active site, Peptidase C1A, papain C-terminal, Peptidase C1A, Cysteine peptidase, asparagine active site, Papain-like cysteine peptidase superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"774","WBGene00028803",0,0,0,0,0,0,0,0,"CBG06541","CBG06541","","Cysteine peptidase, cysteine active site, Peptidase C1A, papain C-terminal, Peptidase C1A, Cysteine peptidase, histidine active site, Cysteine peptidase, asparagine active site, Papain-like cysteine peptidase superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"775","WBGene00028804",0.0881226785181878,0,0,0,0,0,0,0,"CBG06542","CBG06542","","GPCR, rhodopsin-like, 7TM, 7TM GPCR, serpentine receptor class w (Srw)","srw-101 | WBGene00005848",20.4492,NA,NA,NA,NA,NA,NA
"776","WBGene00028806",0,0,0,0.0956445298358807,0,0.30291305426021,0.222938184071884,0,"CBG06545","CBG06545","glucuronosyltransferase","UDP-glucuronosyl/UDP-glucosyltransferase, UDP-glycosyltransferase family, conserved site",NA,NA,"CBN24255 | WBGene00162980",53.0945,NA,NA,NA,NA
"777","WBGene00028807",0,0,0,0,0,0.201942036173473,0.0743127280239614,0,"CBG06546","CBG06546","glucuronosyltransferase","UDP-glucuronosyl/UDP-glucosyltransferase, UDP-glycosyltransferase family, conserved site",NA,NA,"CBN24255 | WBGene00162980",59.3573,NA,NA,NA,NA
"778","WBGene00028812",0,0,0,0,0,0,0,0.0636336412734924,"CBG06552","CBG06552","","GPCR, rhodopsin-like, 7TM, 7TM GPCR, serpentine receptor class w (Srw)",NA,NA,"Cbn-srw-112 | WBGene00146137",61.4679,"CRE08962 | WBGene00057004",63.9144,NA,NA
"779","WBGene00028813",0.0587484523454585,0.0882477279629649,0,0,0,0,0.0743127280239614,0,"CBG06553","CBG06553","","7TM GPCR, serpentine receptor class r (Str)",NA,NA,NA,NA,NA,NA,NA,NA
"780","WBGene00028814",0.176245357036376,0.0441238639814825,0,0,0,0,0,0,"CBG06554","CBG06554","","7TM GPCR, serpentine receptor class x  (Srx)",NA,NA,"Cbn-srx-113 | WBGene00192493",55.7491,NA,NA,NA,NA
"781","WBGene00028816",0,0,0,0,0,0,0,0,"CBG06556","CBG06556","","Serralysin-like metalloprotease, C-terminal",NA,NA,NA,NA,NA,NA,NA,NA
"782","WBGene00028818",0.0587484523454585,0.0882477279629649,0,0,0,0,0.222938184071884,0.190900923820477,"CBG06558","CBG06558","","Venom allergen 5-like, CAP domain, CAP superfamily",NA,NA,"CBN17711 | WBGene00156436",74.2857,"CRE12923 | WBGene00067623",60.9524,NA,NA
"783","WBGene00028819",0.176245357036376,0.0882477279629649,0,0.191289059671761,0,0.100971018086737,0,0.127267282546985,"CBG06559","CBG06559","","Protein kinase domain, Adenylyl cyclase class-3/4/guanylyl cyclase, Serine-threonine/tyrosine-protein kinase, catalytic domain, Receptor, ligand binding region, Protein kinase-like domain superfamily, Haem NO binding associated, Adenylyl cyclase class-4/guanylyl cyclase, conserved site, Periplasmic binding protein-like I, Nucleotide cyclase","gcy-14 | WBGene00001540",79.6931,"CBN09776 | WBGene00148501",75.361,NA,NA,"CJA05741 | WBGene00124945",74.8195
"784","WBGene00028820",0.0587484523454585,0,0,0,0,0,0,0,"Cbr-cnc-5.1","CBG06561","","",NA,NA,NA,NA,NA,NA,NA,NA
"785","WBGene00028834",0,0,0,0,0,0,0.148625456047923,0,"CBG06578","CBG06578","","","F36A4.4 | WBGene00018083",17.2414,NA,NA,NA,NA,NA,NA
"786","WBGene00028839",0.0587484523454585,0.0882477279629649,0,0,0,0,0,0,"CBG06588","CBG06588","","Glycosyl transferase, family 14","R07B7.6 | WBGene00011090",81.0526,"CBN01105 | WBGene00139830",86.3158,"CRE27361 | WBGene00052419",84.9123,"CJA41682 | WBGene00217530",0
"787","WBGene00028842",0.0881226785181878,0,0,0,0,0.403884072346946,0,0,"Cbr-srsx-8","CBG06592","","G protein-coupled receptor, rhodopsin-like, Serpentine type 7TM GPCR chemoreceptor Srsx, Serpentine type 7TM GPCR chemoreceptor Srsx, nematodes","srsx-8 | WBGene00018709",42.268,NA,NA,"Cre-srsx-8 | WBGene00062069",53.2646,"Cjp-srsx-8 | WBGene00137428",36.7698
"788","WBGene00028844",0.0881226785181878,0.0441238639814825,0,0,0,0,0,0,"CBG06595","CBG06595","","",NA,NA,NA,NA,NA,NA,NA,NA
"789","WBGene00028845",0.117496904690917,0.17649545592593,0,0.382578119343523,0,0.100971018086737,0.111469092035942,0,"CBG06596","CBG06596","","","pals-26 | WBGene00007131",34.901,NA,NA,NA,NA,NA,NA
"790","WBGene00028846",0.234993809381834,0.0882477279629649,0,0.0478222649179403,0,0.30291305426021,0,0,"CBG06597","CBG06597","","",NA,NA,NA,NA,NA,NA,NA,NA
"791","WBGene00028848",0,0,0,0.0478222649179403,0,0.151456527130105,0,0,"CBG06599","CBG06599","","Nuclear hormone receptor, ligand-binding domain, Zinc finger, nuclear hormone receptor-type, Zinc finger, NHR/GATA-type, Nuclear hormone receptor-like domain superfamily",NA,NA,"CBN12450 | WBGene00151175",35.7995,"CRE18431 | WBGene00062081",66.3484,NA,NA
"792","WBGene00028849",0,0,0,0,0.32310678808589,0,0,0,"CBG06600","CBG06600","Protein CBG06600; Protein CBG06610","F-box domain, F-box protein she-1-like","F16B4.2 | WBGene00017504",49.1803,"CBN16376 | WBGene00155101",42.623,"CRE18781 | WBGene00062080",56.5574,NA,NA
"793","WBGene00028850",0,0,0.529007043199773,0.0956445298358807,0,0,0.0371563640119807,0,"CBG06601","CBG06601","","Nuclear hormone receptor, ligand-binding domain, Zinc finger, nuclear hormone receptor-type, Zinc finger, NHR/GATA-type, Nuclear hormone receptor-like domain superfamily","nhr-178 | WBGene00017510",68.1234,"CBN31351 | WBGene00193316",64.2673,"Cre-nhr-178 | WBGene00062079",72.2365,"Cjp-nhr-178 | WBGene00129305",27.5064
"794","WBGene00028851",0,0,0,0,0,0,0,0,"CBG06602","CBG06602","","Cytochrome P450, Cytochrome P450, E-class, group I, Cytochrome P450, conserved site, Cytochrome P450 superfamily","cyp-33C11 | WBGene00021710",71.4286,"Cbn-cyp-33C11 | WBGene00153683",81.2808,"Cre-cyp-33C11 | WBGene00057836",81.2808,"CJA23259 | WBGene00178831",64.0394
"795","WBGene00028853",0,0,0,0,0,0,0,0,"Cbr-srbc-36","CBG06604","Protein CBG06339; Protein CBG06604","7TM GPCR, serpentine receptor class bc (Srbc)","srbc-34 | WBGene00013760",56.0261,"Cbn-srbc-36 | WBGene00157745",67.7524,"Cre-srbc-36 | WBGene00057834",70.684,NA,NA
"796","WBGene00028854",0,0,0,0,0,0,0,0,"CBG06605","CBG06605","Protein CBG06340; Protein CBG06605","",NA,NA,"CBN30269 | WBGene00192234",34.1584,"CRE08741 | WBGene00076481",36.6337,NA,NA
"797","WBGene00028858",0.0587484523454585,0,0,0,0,0.100971018086737,0.0743127280239614,0,"CBG06609","CBG06609","","Nuclear hormone receptor, ligand-binding domain, Zinc finger, nuclear hormone receptor-type, Zinc finger, NHR/GATA-type, Nuclear hormone receptor-like domain superfamily",NA,NA,"CBN12450 | WBGene00151175",39.3862,"CRE18431 | WBGene00062081",72.1228,NA,NA
"798","WBGene00028859",0.0293742261727293,0,0,0,0.32310678808589,0,0,0,"CBG06610","CBG06610","Protein CBG06600; Protein CBG06610","F-box domain, F-box protein she-1-like","F16B4.2 | WBGene00017504",49.1803,"CBN16376 | WBGene00155101",42.623,"CRE18781 | WBGene00062080",56.5574,NA,NA
"799","WBGene00028862",0,0.0441238639814825,0,0.860800768522926,0,0.605826108520419,0.148625456047923,0,"Cbr-srbc-41","CBG06613","","7TM GPCR, serpentine receptor class bc (Srbc)","srbc-41 | WBGene00017511",69.863,"Cbn-srbc-41.2 | WBGene00164749",73.2877,"Cre-srbc-41 | WBGene00062077",76.0274,NA,NA
"800","WBGene00028872",0,0,0,0.621689443933224,0,0.555340599477051,0.148625456047923,0,"CBG06623","CBG06623","","Protein of unknown function DUF1647","F46F5.10 | WBGene00018501",52.6066,"CBN07513 | WBGene00146238",60.6635,"CRE18796 | WBGene00062104",60.4265,"CJA03895 | WBGene00123099",36.4929
"801","WBGene00028873",0.293742261727293,0.264743183888895,0,0.239111324589702,0,0.353398563303578,0.0743127280239614,0,"CBG06624","CBG06624","","7TM GPCR, serpentine receptor class j (Srj)","srj-20 | WBGene00005608",73.1343,"CBN06673 | WBGene00145398",57.3134,"CRE18447 | WBGene00062102",51.0448,"CJA17979 | WBGene00137183",17.0149
"802","WBGene00028874",0.0293742261727293,0,0,0.0478222649179403,0,0.201942036173473,0,0,"CBG06625","CBG06625","","Zinc finger, nuclear hormone receptor-type, Zinc finger, NHR/GATA-type, Nuclear hormone receptor-like domain superfamily","nhr-265 | WBGene00009608",37.4558,"Cbn-nhr-251 | WBGene00162925",63.2509,"CRE18792 | WBGene00062097",63.9576,NA,NA
"803","WBGene00028876",0.117496904690917,0.132371591944447,0,0,0,0,0,0,"CBG06627","CBG06627","","PAN-3 domain",NA,NA,"CBN23441 | WBGene00162166",50.7353,"CRE18791 | WBGene00082474",58.8235,NA,NA
"804","WBGene00028879",0,0.0882477279629649,0,0.573867179015284,0,0.403884072346946,0.0743127280239614,0.381801847640955,"CBG06633","CBG06633","","","F16B3.2 | WBGene00017502",53.6364,"CBN12605 | WBGene00151330",65.4545,"CRE18437 | WBGene00062090",70.9091,NA,NA
"805","WBGene00028892",0,0,0,0.430400384261463,0,0.353398563303578,0.0743127280239614,0.127267282546985,"Cbr-srt-28","CBG06647","","7TM GPCR, serpentine receptor class t (Srt)","srt-28 | WBGene00016049",83.7563,"Cbn-srt-28 | WBGene00143986",84.7716,"Cre-srt-28 | WBGene00062116",88.8325,NA,NA
"806","WBGene00028893",0.0587484523454585,0,0,0.478222649179403,0,0,0.0743127280239614,0.127267282546985,"CBG06648","CBG06648","","7TM GPCR, serpentine receptor class t (Srt)","srt-30 | WBGene00019966",79.5796,"CBN21447 | WBGene00160172",50.4505,"Cre-srt-30 | WBGene00062117",92.4925,"CJA04564 | WBGene00123767",75.6757
"807","WBGene00028894",0,0,0,0.143466794753821,0,0.100971018086737,0.0743127280239614,0,"CBG06649","CBG06649","Serpentine receptor class gamma","7TM GPCR, serpentine receptor class g (Srg), 7TM GPCR, serpentine receptor class t (Srt)","srt-27 | WBGene00016051",35.8674,NA,NA,"Cre-srt-27 | WBGene00082465",37.4269,NA,NA
"808","WBGene00028896",0.0587484523454585,0.17649545592593,0,0.191289059671761,0,0.100971018086737,0.222938184071884,0,"CBG06651","CBG06651","","7TM GPCR, serpentine chemoreceptor class i (Sri)","F59B1.6 | WBGene00019099",53.562,"CBN30548 | WBGene00192513",53.562,"CRE18853 | WBGene00058130",63.8522,NA,NA
"809","WBGene00028897",0.0881226785181878,0.17649545592593,0,0.0956445298358807,0,0.201942036173473,0.111469092035942,0,"CBG06652","CBG06652","","7TM GPCR, serpentine receptor class h (Srh)",NA,NA,"CBN31490 | WBGene00193455",62.931,"CRE18511 | WBGene00058131",53.1609,NA,NA
"810","WBGene00028898",0,0,0,0,0,0,0,0,"CBG06653","CBG06653","","7TM GPCR, serpentine receptor class t (Srt), 7TM GPCR, serpentine receptor class v (Srv)","srt-67 | WBGene00015069",22.323,NA,NA,NA,NA,NA,NA
"811","WBGene00028899",0,0,0,0,0,0,0,0,"CBG06654","CBG06654","","","R11G10.4 | WBGene00050968",44.8276,"CBN31725 | WBGene00193690",33.3333,"CRE01133 | WBGene00077391",47.1264,"CJA26622 | WBGene00182194",33.3333
"812","WBGene00028928",0.0587484523454585,0,0,0.143466794753821,0,0,0.185781820059903,0,"CBG06687","CBG06687","","","R11G10.4 | WBGene00050968",53.5714,"CBN31725 | WBGene00193690",41.0714,"CRE01133 | WBGene00077391",57.1429,"CJA26622 | WBGene00182194",42.8571
"813","WBGene00028933",0.117496904690917,0.17649545592593,0,1.00426756327675,0,0.100971018086737,0.371563640119807,0,"CBG06692","CBG06692","","7TM GPCR, serpentine receptor class ab (Srab)","T10G3.2 | WBGene00011693",65.7061,"CBN19793 | WBGene00158518",61.3833,"CRE27561 | WBGene00052807",66.5706,"CJA19153 | WBGene00138356",46.3977
"814","WBGene00028941",0.234993809381834,0.264743183888895,0,0.382578119343523,0,0,0,0.127267282546985,"Cbr-lurp-2","CBG06701","","Snake toxin-like superfamily","lurp-3 | WBGene00009136",44.0922,"Cbn-lurp-3 | WBGene00149440",47.8386,"Cre-lurp-2 | WBGene00052798",58.7896,NA,NA
"815","WBGene00028948",0,0,0,0,0,0.201942036173473,0,0.127267282546985,"CBG06708","CBG06708","","",NA,NA,NA,NA,NA,NA,NA,NA
"816","WBGene00028950",0,0,0,0.0956445298358807,0,0.201942036173473,0,0,"CBG06710","CBG06710","","7TM GPCR, serpentine receptor class h (Srh)",NA,NA,NA,NA,NA,NA,NA,NA
"817","WBGene00028951",0,0,0,0.0956445298358807,0,0,0,0,"CBG06712","CBG06712","","7TM GPCR, serpentine receptor class h (Srh)",NA,NA,NA,NA,"CRE27252 | WBGene00084206",23.3333,NA,NA
"818","WBGene00028952",0,0,0,0.478222649179403,0,0,0,0,"Cbr-srv-9","CBG06713","","7TM GPCR, serpentine receptor class v (Srv)","srv-9 | WBGene00005720",73.494,"CBN31409 | WBGene00193374",61.1446,"Cre-srv-9 | WBGene00052792",79.8193,"CJA00535 | WBGene00119741",31.9277
"819","WBGene00028953",0,0,0,0.478222649179403,0,0.30291305426021,0.260094548083865,0.25453456509397,"Cbr-srv-8","CBG06714","","7TM GPCR, serpentine receptor class v (Srv)","srv-8 | WBGene00005719",82.1752,"CBN24195 | WBGene00162920",47.1299,"Cre-srv-8 | WBGene00052791",87.9154,"Cjp-srv-8 | WBGene00129712",46.2236
"820","WBGene00028954",0,0,0,0,0,0,0.111469092035942,0,"CBG06715","CBG06715","","",NA,NA,NA,NA,"CRE27251 | WBGene00084255",26.0377,NA,NA
"821","WBGene00028955",0.851852559009149,0.970725007592614,0,0,0,0,0,0,"CBG06717","CBG06717","","","Y75B12A.2 | WBGene00013566",43.75,NA,NA,"CRE27553 | WBGene00052789",48.75,"CJA11575 | WBGene00130779",28.75
"822","WBGene00028960",0.352490714072751,0.35299091185186,0,0.0956445298358807,0,0,0,0,"Cbr-cutl-1","CBG06722","","Zona pellucida domain","cutl-1 | WBGene00009979",67.6712,NA,NA,"Cre-cutl-1 | WBGene00052785",77.2603,"Cjp-cutl-1 | WBGene00125514",61.3699
"823","WBGene00028968",0,0,0,0,0,0,0,0,"CBG06735","CBG06735","","Zinc finger, nuclear hormone receptor-type, Zinc finger, NHR/GATA-type, Nuclear hormone receptor-like domain superfamily","nhr-77 | WBGene00003667",38.0435,"Cbn-nhr-251 | WBGene00162925",64.8551,"CRE18792 | WBGene00062097",65.5797,NA,NA
"824","WBGene00028970",0.0587484523454585,0,0,0,0,0.504855090433683,0.148625456047923,0.509069130187939,"Cbr-str-4","CBG06737","","7TM GPCR, serpentine receptor class r (Str)","str-4 | WBGene00006072",80.7065,"Cbn-str-4 | WBGene00191303",71.1957,"Cre-str-4 | WBGene00052768",89.4022,"CJA37470 | WBGene00213317",13.8587
"825","WBGene00028974",0,0,0,0.765156238687045,0,0.504855090433683,0.297250912095846,0,"Cbr-srh-15","CBG06742","","7TM GPCR, serpentine receptor class h (Srh)","srh-15 | WBGene00005240",74.0541,NA,NA,NA,NA,"Cjp-srh-15 | WBGene00124207",69.4595
"826","WBGene00028980",0.0293742261727293,0.17649545592593,0,0,0,0,0.0743127280239614,0.381801847640955,"CBG06754","CBG06754","","",NA,NA,NA,NA,NA,NA,NA,NA
"827","WBGene00028981",0,0,0,0,0,0.0504855090433683,0.148625456047923,0,"CBG06755","CBG06755","","",NA,NA,NA,NA,NA,NA,NA,NA
