"","geneID","EE-SRS267689","L2-SRS183252","L2-SRS267690","L4-SRS183253","YA_female-SRS267691","YA_male-SRS267692","geneName","WormBaseID","Description","InterPro","GS1_homologID","GS1_percent_homology","GS2_homologID","GS2_percent_homology","GS3_homologID","GS3_percent_homology","GS4_homologID","GS4_percent_homology"
"1588","WBGene00079145",0.369017751179163,0,0,0,0,0.0472191937103671,"CRE06927","CRE06927","DUF4231 domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"1589","WBGene00079143",0.876417159050513,0,0,0,0,0,"CRE06928","CRE06928","XK-related protein","",NA,NA,NA,NA,NA,NA,NA,NA
"1590","WBGene00079142",0.369017751179163,0,0.218774801569461,0,0,0,"CRE06929","CRE06929","XK-related protein","",NA,NA,NA,NA,NA,NA,NA,NA
"1591","WBGene00079134",0.968671596845304,0,0,0,0,0,"CRE06931","CRE06931","MotA_ExbB domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"1592","WBGene00079136",0.645781064563536,0,0.233213938473046,0,0,0.0472191937103671,"CRE06932","CRE06932","DUF106 domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"1593","WBGene00071147",0.10147988157427,0,0.0612569444394491,0,0,0.0236095968551835,"CRE06942","CRE06942","","",NA,NA,NA,NA,NA,NA,NA,NA
"1594","WBGene00079144",0.830289940153117,0,0,0,0,0,"CRE06950","CRE06950","","",NA,NA,NA,NA,NA,NA,NA,NA
"1595","WBGene00079146",0,0,0,0,0,0,"CRE06952","CRE06952","RING-type domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"1596","WBGene00079149",0,0,0,0,0,0,"CRE06957","CRE06957","Integrase catalytic domain-containing protein","Integrase, catalytic core, Ribonuclease H-like superfamily, Ribonuclease H superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"1597","WBGene00079137",0,0,0,0,0,0,"CRE06958","CRE06958","Embryonic stem cell-specific 5-hydroxymethylcytosine-binding protein","",NA,NA,NA,NA,NA,NA,NA,NA
"1598","WBGene00079141",0,0,0,0,0,0,"CRE06959","CRE06959","Retrotrans_gag domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"1599","WBGene00067292",0.0922544377947908,0,0.39379464282503,0,0,0.236095968551835,"CRE06971","CRE06971","Protein kinase domain-containing protein","Leucine-rich repeat domain superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"1600","WBGene00080317",0,0,0,0,0,0,"CRE06977","CRE06977","FtsK domain-containing protein","P-loop containing nucleoside triphosphate hydrolase",NA,NA,NA,NA,NA,NA,NA,NA
"1601","WBGene00080313",0,0,0,0,0,0,"CRE06978","CRE06978","","","F54H12.4 | WBGene00018844",21.4634,NA,NA,NA,NA,NA,NA
"1602","WBGene00067279",0,0,0,0,0,0,"CRE06979","CRE06979","Integrase catalytic domain-containing protein","Chromo/chromo shadow domain, Integrase, catalytic core, Ribonuclease H-like superfamily, Chromo-like domain superfamily, Ribonuclease H superfamily",NA,NA,NA,NA,"CBN31132 | WBGene00193097",49.863,NA,NA
"1603","WBGene00080310",0,0,0,0,0,0,"CRE06987","CRE06987","Transp_Tc5_C domain-containing protein","Transposase, Tc5, C-terminal",NA,NA,NA,NA,"CBN19432 | WBGene00158157",53.0303,NA,NA
"1604","WBGene00080316",0.0152219822361405,0,0,0,0,0,"CRE06995","CRE06995","Phorbol-ester/DAG-type domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"1605","WBGene00067281",0,0,0,0,0,0,"CRE06996","CRE06996","","Ribonucleotide reductase small subunit family",NA,NA,NA,NA,"CBN02108 | WBGene00140833",82.4324,NA,NA
"1606","WBGene00067280",0,0,0,0,0,0,"CRE06997","CRE06997","TPR_REGION domain-containing protein","","Y57G11C.20 | WBGene00013315",35.2727,NA,NA,"CBN32589 | WBGene00194554",37.8182,NA,NA
"1607","WBGene00073559",0,0,0,0,0,0,"CRE07014","CRE07014","Reverse transcriptase domain-containing protein","Reverse transcriptase domain, DNA/RNA polymerase superfamily",NA,NA,NA,NA,"CBN30795 | WBGene00192760",76.8924,"CJA17931 | WBGene00137135",31.0757
"1608","WBGene00070536",0,0,0,0,0.150427048098983,0,"CRE07025","CRE07025","G protein-coupled receptor","7TM GPCR, serpentine receptor class r (Str)",NA,NA,NA,NA,"CBN10698 | WBGene00149423",16.4444,"CJA03630 | WBGene00122834",6.22222
"1609","WBGene00070535",0,0,0,0,0,0,"CRE07026","CRE07026","G protein-coupled receptor","7TM GPCR, serpentine receptor class r (Str)",NA,NA,NA,NA,"CBN10698 | WBGene00149423",33.5878,"CJA03630 | WBGene00122834",11.8321
"1610","WBGene00081276",0,0,0,0,0.150427048098983,0,"CRE07028","CRE07028","","",NA,NA,"CBG12619 | WBGene00033537",81.8182,NA,NA,NA,NA
"1611","WBGene00070321",0,0,0.0875099206277844,0,0,0,"CRE07037","CRE07037","Ubiquitin-like domain-containing protein","Ubiquitin-like domain, Ubiquitin-like domain superfamily","C28D4.10 | WBGene00007796",88.7097,"CBG15002 | WBGene00035363",91.9355,"CBN18016 | WBGene00156741",89.5161,"CJA11783 | WBGene00130987",51.6129
"1612","WBGene00081914",0.140226745448082,0,0.0144391369035844,0,0,0,"CRE07040","CRE07040","","PAZ domain superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"1613","WBGene00081912",0,0,0,0,0,0,"CRE07049","CRE07049","CUB_2 domain-containing protein","Ribonucleotide reductase small subunit family",NA,NA,NA,NA,NA,NA,NA,NA
"1614","WBGene00082360",0,0,0,0,0,0,"CRE07050","CRE07050","Flagellar FliJ protein","",NA,NA,NA,NA,NA,NA,NA,NA
"1615","WBGene00082361",0.0922544377947908,0,0.0437549603138922,0,0.0501423493663277,0.236095968551835,"CRE07053","CRE07053","Glycine-rich cell wall structural protein-like","","F15E6.4 | WBGene00017485",68.0556,NA,NA,NA,NA,NA,NA
"1616","WBGene00072025",0.830289940153117,0,0.0437549603138922,0,0,0,"CRE07063","CRE07063","FBA_2 domain-containing protein","Protein of unknown function DUF3557",NA,NA,NA,NA,NA,NA,NA,NA
"1617","WBGene00082355",0,0,0,0,0.0165469752908881,0.283315162262202,"CRE07064","CRE07064","","",NA,NA,NA,NA,NA,NA,NA,NA
"1618","WBGene00082357",0,0,0.0437549603138922,0,0,0.33053435597257,"CRE07065","CRE07065","","",NA,NA,NA,NA,NA,NA,NA,NA
"1619","WBGene00072511",0.184508875589582,0,0.218774801569461,0,0,0,"CRE07067","CRE07067","Transposase","",NA,NA,"CBG14470 | WBGene00034952",42.9825,"CBN02294 | WBGene00141019",9.64912,"Cjp-sago-1 | WBGene00127060",32.4561
"1620","WBGene00072510",0,0,0,0,0,0,"CRE07068","CRE07068","F-box domain-containing protein","F-box domain, F-box associated domain, type 2",NA,NA,NA,NA,NA,NA,NA,NA
"1621","WBGene00082892",0,0,0,0,0,0,"CRE07069","CRE07069","","",NA,NA,NA,NA,NA,NA,NA,NA
"1622","WBGene00073275",0,0,0,0,0,0,"CRE07070","CRE07070","Reverse transcriptase domain-containing protein","Reverse transcriptase domain, Endonuclease/exonuclease/phosphatase, Endonuclease/exonuclease/phosphatase superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"1623","WBGene00082891",0,0,0,0,0,0,"CRE07071","CRE07071","SUZ domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"1624","WBGene00073274",0,0,0,0,0,0,"CRE07072","CRE07072","CCHC-type domain-containing protein","Protein of unknown function DUF1759, Zinc finger, CCHC-type superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"1625","WBGene00077163",0,0,0,0,0,0,"CRE07073","CRE07073","NERD domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"1626","WBGene00082889",0,0,0.131264880941677,0,0,0,"CRE07074","CRE07074","Ovule protein","",NA,NA,NA,NA,NA,NA,NA,NA
"1627","WBGene00076100",0,0,0.131264880941677,0,0,0.0944383874207342,"CRE07076","CRE07076","Reverse transcriptase domain-containing protein","Reverse transcriptase domain, DNA/RNA polymerase superfamily",NA,NA,NA,NA,NA,NA,"CJA35074 | WBGene00210921",8.14607
"1628","WBGene00083252",0,0,0,0,0,0,"CRE07081","CRE07081","DUF2179 domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"1629","WBGene00083253",0,0,0,0,0,0.472191937103671,"CRE07082","CRE07082","3-hydroxy-3-methylglutaryl coenzyme A reductase","",NA,NA,NA,NA,NA,NA,NA,NA
"1630","WBGene00083616",0,0,0.067382638883394,0,0.0892533818720633,0.0424972743393304,"CRE07089","CRE07089","Secreted protein","",NA,NA,NA,NA,NA,NA,NA,NA
"1631","WBGene00073017",0.230636094486977,0,0,0,0,0,"CRE07093","CRE07093","Sulfotransfer_1 domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"1632","WBGene00084402",0.0461272188973954,0,0.313723065450607,0,0,0,"CRE07094","CRE07094","Zinc finger, CCHC-type","",NA,NA,NA,NA,"CBN02707 | WBGene00141432",36.2416,NA,NA
"1633","WBGene00084403",0,0,0,0,0,0,"CRE07095","CRE07095","Integrase catalytic domain-containing protein","Integrase, catalytic core, Ribonuclease H-like superfamily, Ribonuclease H superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"1634","WBGene00073784",0.0309052366612549,0,0.204335664665877,0,0.0917604993403797,0.031636859785946,"CRE07097","CRE07097","Coiled-coil domain-containing protein 14","Protein of unknown function DUF1759",NA,NA,NA,NA,NA,NA,NA,NA
"1635","WBGene00073353",0.0461272188973954,0,0,0,0,0,"CRE07113","CRE07113","Serpentine Receptor, class T","7TM GPCR, serpentine receptor class t (Srt)",NA,NA,"CBG31059 | WBGene00271752",47.0874,NA,NA,NA,NA
"1636","WBGene00086285",0,0,0,0,0,0,"CRE07122","CRE07122","Endoribonuclease L-PSP","YjgF/YER057c/UK114 family, RutC-like superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"1637","WBGene00073783",0,0,0,0,0,0,"CRE07123","CRE07123","RCC1 repeat-containing protein","Regulator of chromosome condensation, RCC1, Regulator of chromosome condensation 1/beta-lactamase-inhibitor protein II",NA,NA,"CBG04767 | WBGene00027378",11.5646,"CBN11623 | WBGene00150348",12.2449,NA,NA
"1638","WBGene00073782",0,0,0,0,0,0,"CRE07124","CRE07124","Leucine-rich repeat protein","BspA type Leucine rich repeat region, Leucine-rich repeat domain superfamily, Listeria-Bacteroides repeat domain superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"1639","WBGene00086286",0,0,0,0,0,0,"CRE07125","CRE07125","HTH luxR-type domain-containing protein","Transcription regulator LuxR, C-terminal, Signal transduction response regulator, C-terminal effector, Winged helix-like DNA-binding domain superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"1640","WBGene00076801",0,0,0,0,0,0.566630324524405,"CRE07128","CRE07128","Sushi domain-containing protein","Uncharacterized protein F26C11.3-like",NA,NA,NA,NA,NA,NA,NA,NA
"1641","WBGene00075344",0,0,0,0,0,0.566630324524405,"CRE07129","CRE07129","","",NA,NA,NA,NA,NA,NA,NA,NA
"1642","WBGene00078640",0.0613492011335359,0,0.131264880941677,0.143780224648371,0.153937012554626,0.151101419873175,"CRE07137","CRE07137","ULP_PROTEASE domain-containing protein","Reverse transcriptase domain, Ulp1 protease family, C-terminal catalytic domain, Papain-like cysteine peptidase superfamily, Reverse transcriptase/Diguanylate cyclase domain, DNA/RNA polymerase superfamily",NA,NA,NA,NA,"CBN30795 | WBGene00192760",58.1554,"CJA17931 | WBGene00137135",23.5696
"1643","WBGene00078790",0,0,0,0,0,0,"CRE07142","CRE07142","Transmembrane domain-containing protein","",NA,NA,NA,NA,"CBN02318 | WBGene00141043",81.9905,NA,NA
"1644","WBGene00078788",0,0,0,0,0,0,"CRE07143","CRE07143","Transmembrane protein 230","",NA,NA,"CBG26430 | WBGene00087844",62.6984,"CBN11147 | WBGene00149872",50.7937,NA,NA
"1645","WBGene00074397",0,0,0.262529761883353,0,0,0,"CRE07144","CRE07144","Serpentine Receptor, class T","7TM GPCR, serpentine receptor class r (Str)",NA,NA,"CBG20073 | WBGene00039152",69.9115,"CBN31785 | WBGene00193750",40.118,NA,NA
"1646","WBGene00078906",0,0,0,0,0.100284698732655,0,"CRE07145","CRE07145","","",NA,NA,NA,NA,NA,NA,NA,NA
"1647","WBGene00074499",0.0461272188973954,0,0.53599826384518,0,0.0752135240494916,0.188876774841468,"CRE07148","CRE07148","Ammonium_transp domain-containing protein","Ammonium transporter AmtB-like domain, Ammonium/urea transporter","amt-2 | WBGene00000134",69.2857,NA,NA,NA,NA,"Cjp-amt-2 | WBGene00119748",66.25
"1648","WBGene00078970",0,0,0,0,0,0,"CRE07149","CRE07149","S-protein homolog","",NA,NA,NA,NA,"CBN03287 | WBGene00142012",45.5128,NA,NA
"1649","WBGene00072676",0,0,0,0,0,0,"CRE07151","CRE07151","ATP-dependent DNA helicase","P-loop containing nucleoside triphosphate hydrolase",NA,NA,NA,NA,NA,NA,NA,NA
"1650","WBGene00079758",0.0461272188973954,0.559369413909789,0.0218774801569461,0,0.0501423493663277,0,"CRE07156","CRE07156","V-type proton ATPase subunit a","Nucleosome assembly protein (NAP), NAP-like superfamily","spr-2 | WBGene00005007",76,"Cbr-spr-2 | WBGene00040415",74,"CBN10499 | WBGene00149224",68,NA,NA
"1651","WBGene00080076",0,0,0,0,0,0,"CRE07159","CRE07159","FBA_2 domain-containing protein","F-box associated domain, type 2",NA,NA,NA,NA,NA,NA,NA,NA
"1652","WBGene00075449",0,0,0,0,0,0,"CRE07167","CRE07167","DUF4316 domain-containing protein","","Y57G11C.20 | WBGene00013315",48.4536,NA,NA,NA,NA,NA,NA
"1653","WBGene00075451",0,0,0,0,0,0,"CRE07168","CRE07168","CUB_2 domain-containing protein","Ribonucleotide reductase small subunit family","F54H12.2 | WBGene00018842",67.7273,NA,NA,"CBN31092 | WBGene00193057",66.8182,NA,NA
"1654","WBGene00080355",0,0,0,0,0,0,"CRE07169","CRE07169","","","F54H12.4 | WBGene00018844",26.8939,NA,NA,NA,NA,NA,NA
"1655","WBGene00080356",0,0,0,0,0,0,"CRE07170","CRE07170","Glyco_transf_64 domain-containing protein","",NA,NA,NA,NA,"CBN30495 | WBGene00192460",53.5714,NA,NA
"1656","WBGene00075450",0,0,0,0,0,0,"CRE07171","CRE07171","C2H2-type domain-containing protein","Zinc finger C2H2-type","K09F6.11 | WBGene00044361",17.7215,NA,NA,"CBN01124 | WBGene00139849",20.8861,NA,NA
"1657","WBGene00080505",0,0,0,0,0,0,"CRE07172","CRE07172","isoleucine--tRNA ligase","Aminoacyl-tRNA synthetase, class I, conserved site, Aminoacyl-tRNA synthetase, class Ia, Isoleucine-tRNA ligase, Valyl/Leucyl/Isoleucyl-tRNA synthetase, editing domain, Rossmann-like alpha/beta/alpha sandwich fold",NA,NA,NA,NA,NA,NA,NA,NA
"1658","WBGene00075234",0,0,0,0,0,0,"CRE07173","CRE07173","Isoleucine--tRNA ligase","Aminoacyl-tRNA synthetase, class Ia, Aminoacyl-tRNA synthetase, class Ia, anticodon-binding, Zinc finger, FPG/IleRS-type, Methionyl/Valyl/Leucyl/Isoleucyl-tRNA synthetase, anticodon-binding, Rossmann-like alpha/beta/alpha sandwich fold, Isoleucyl tRNA synthetase type 1, anticodon-binding domain",NA,NA,NA,NA,NA,NA,NA,NA
"1659","WBGene00074462",0,0,0,0,0,0,"CRE07182","CRE07182","ENDO3c domain-containing protein","Helix-hairpin-helix motif, HhH-GPD domain, Endonuclease III-like, iron-sulphur cluster loop motif, Endonuclease III, iron-sulphur binding site, Endonuclease III-like, conserved site-2, Endonuclease III, DNA glycosylase, Helix-hairpin-helix, base-excision DNA repair, C-terminal",NA,NA,NA,NA,NA,NA,NA,NA
"1660","WBGene00081622",0,0,0,0,0,0,"CRE07183","CRE07183","Multidrug resistance protein MdtB","Acriflavin resistance protein, Multidrug efflux transporter AcrB TolC docking domain, DN/DC subdomains",NA,NA,NA,NA,NA,NA,NA,NA
"1661","WBGene00081754",0,0,0,0,0,0,"CRE07185","CRE07185","Tubulin-specific chaperone A","",NA,NA,NA,NA,NA,NA,NA,NA
"1662","WBGene00082081",0,0,0,0,0,0,"CRE07187","CRE07187","FxsA family protein","FxsA cytoplasmic membrane protein",NA,NA,NA,NA,NA,NA,NA,NA
"1663","WBGene00076284",0,0,0,0,0,0,"CRE07188","CRE07188","ATP-dependent (S)-NAD(P)H-hydrate dehydratase","ATP/ADP-dependent (S)-NAD(P)H-hydrate dehydratase, YjeF N-terminal domain, Carbohydrate kinase, predicted, conserved site, Ribokinase-like, Bifunctional NAD(P)H-hydrate repair enzyme Nnr, YjeF N-terminal domain superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"1664","WBGene00076816",0,0,0,0,0,0,"CRE07191","CRE07191","Inorganic phosphate transporter","Phosphate transporter",NA,NA,NA,NA,NA,NA,NA,NA
"1665","WBGene00082379",0,0,0,0,0,0,"CRE07193","CRE07193","Probable transcriptional regulator ycf27","Signal transduction response regulator, receiver domain, OmpR/PhoB-type DNA-binding domain, CheY-like superfamily, Signal transduction response regulator, C-terminal effector, Winged helix-like DNA-binding domain superfamily, Transcriptional regulatory protein WalR-like",NA,NA,NA,NA,NA,NA,NA,NA
"1666","WBGene00082378",0,0,0,0,0,0,"CRE07194","CRE07194","AcetylCoA_hyd_C domain-containing protein","Acetyl-CoA hydrolase/transferase C-terminal domain, NagB/RpiA transferase-like, Acetyl-CoA hydrolase/transferase, C-terminal domain superfamily, Acetyl-CoA hydrolase/transferase",NA,NA,NA,NA,NA,NA,NA,NA
"1667","WBGene00083108",0.0396694082517601,0,0.0363166170605305,0,0.0787234885051345,0.0288037081633239,"CRE07196","CRE07196","LINE-1 retrotransposable element ORF2 protein","",NA,NA,NA,NA,NA,NA,NA,NA
"1668","WBGene00076152",0,0,0,0,0,0,"CRE07197","CRE07197","MFS domain-containing protein","Major facilitator superfamily, Major facilitator superfamily domain, MFS transporter superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"1669","WBGene00083909",0,0,0,0,0,0,"CRE07198","CRE07198","AI-2E family transporter","Transmembrane protein TqsA-like",NA,NA,NA,NA,NA,NA,NA,NA
"1670","WBGene00083910",0,0,0,0,0,0,"CRE07199","CRE07199","Endonuc_Holl domain-containing protein","Holliday junction resolvase-related domain",NA,NA,NA,NA,NA,NA,NA,NA
"1671","WBGene00084108",0,0,0,0,0,0,"CRE07201","CRE07201","POTRA domain-containing protein","Haemolysin activator HlyB, C-terminal, Polypeptide-transport-associated, ShlB-type, POTRA domain",NA,NA,NA,NA,NA,NA,NA,NA
"1672","WBGene00058480",0,0,0.175019841255569,0,0.100284698732655,0,"CRE07208","CRE07208","SPK domain-containing protein","",NA,NA,"CBG27595 | WBGene00089009",17.6292,"CBN19276 | WBGene00158001",18.2371,NA,NA
"1673","WBGene00058477",0.0922544377947908,0,0.350039682511138,0,0.350996445564294,0.0944383874207342,"Cre-efhc-1","CRE07210","DM10 domain-containing protein","DM10 domain, EF-hand domain-containing protein EFHC1/EFHC2/EFHB","efhc-1 | WBGene00013028",90.8072,"Cbr-efhc-1 | WBGene00036922",92.6009,"Cbn-efhc-1 | WBGene00147304",89.2377,NA,NA
"1674","WBGene00079629",0.184508875589582,0,0.0875099206277844,0,0,0,"CRE07218","CRE07218","DUF4368 domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"1675","WBGene00079611",0.369017751179163,0,0.306284722197246,0,0.100284698732655,0.188876774841468,"CRE07225","CRE07225","RING-type domain-containing protein","Zinc finger, RING-type, Zinc finger, RING/FYVE/PHD-type",NA,NA,NA,NA,NA,NA,NA,NA
"1676","WBGene00079599",0,0,0,0,0,0,"CRE07234","CRE07234","G_PROTEIN_RECEP_F1_2 domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"1677","WBGene00058419",0,0,0.218774801569461,0,0,0.0472191937103671,"CRE07241","CRE07241","LisH domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"1678","WBGene00079590",0,0,0.131264880941677,0,0,0.0472191937103671,"CRE07242","CRE07242","Phorbol-ester/DAG-type domain-containing protein","Protein kinase C-like, phorbol ester/diacylglycerol-binding domain, Zinc finger, RING/FYVE/PHD-type, C1-like domain superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"1679","WBGene00079607",0,0,0,0,0,0.141657581131101,"CRE07247","CRE07247","","",NA,NA,NA,NA,"CBN05415 | WBGene00144140",32.7273,NA,NA
"1680","WBGene00079616",0.0461272188973954,0,0,0,0,0.0944383874207342,"CRE07248","CRE07248","Flagellar FliJ protein","","T21E8.4 | WBGene00011902",33.3333,NA,NA,"CBN01076 | WBGene00139801",15.3333,NA,NA
"1681","WBGene00058398",0.138381656692186,0,0,0,0,0.188876774841468,"CRE07249","CRE07249","Methyltransf_21 domain-containing protein","","T21E8.6 | WBGene00164971",44.5545,"CBG17567 | WBGene00037160",73.2673,NA,NA,NA,NA
"1682","WBGene00079593",0,0,0,0,0,0.424972743393304,"CRE07250","CRE07250","Vacuolar protein sorting-associated protein","","T21E8.7 | WBGene00164972",33.0544,"CBG17566 | WBGene00037159",35.1464,"CBN04626 | WBGene00143351",33.8912,"CJA19120 | WBGene00138324",22.5941
"1683","WBGene00079605",0.0922544377947908,0,0,0,0,0.33053435597257,"CRE07251","CRE07251","","","T21E8.5 | WBGene00011903",45.7944,"CBG17565 | WBGene00037158",55.1402,"CBN07800 | WBGene00146525",49.5327,"CJA32252 | WBGene00208099",36.4486
"1684","WBGene00058397",0,0,0.131264880941677,0,0.100284698732655,0.566630324524405,"CRE07252","CRE07252","Phosphate uptake regulator PhoU","","F47B10.6 | WBGene00009817",62.2807,"CBG17564 | WBGene00037157",59.6491,"CBN14057 | WBGene00152782",56.1404,"CJA13821 | WBGene00133025",33.3333
"1685","WBGene00079631",0,0,0.131264880941677,0,0,0,"CRE07253","CRE07253","MSP domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"1686","WBGene00058390",0,0,0,0,0,0,"CRE07256","CRE07256","CUT domain-containing protein","CUT domain, Homeobox-like domain superfamily, Lambda repressor-like, DNA-binding domain superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"1687","WBGene00079606",0,0,0.0875099206277844,0,0.250711746831639,0.0944383874207342,"CRE07264","CRE07264","PK_Tyr_Ser-Thr domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"1688","WBGene00058374",0.0461272188973954,0,0,0,0,0.283315162262202,"CRE07265","CRE07265","Protein kinase domain-containing protein","Protein kinase domain, Serine-threonine/tyrosine-protein kinase, catalytic domain, Tyrosine-protein kinase, active site, Protein kinase-like domain superfamily, Tyrosine-protein kinase, catalytic domain",NA,NA,NA,NA,NA,NA,NA,NA
"1689","WBGene00058346",0,0,0.262529761883353,0,0,0.0472191937103671,"CRE07280","CRE07280","","Tight junction protein, claudin-like","R08B4.4 | WBGene00011140",72.3164,"CBG30802 | WBGene00270766",85.3107,"CBN31014 | WBGene00192979",85.3107,NA,NA
"1690","WBGene00058339",0,0,0.0875099206277844,0,0,0,"CRE07282","CRE07282","NAC domain-containing protein","","C05C9.2 | WBGene00007326",61.9048,"CBG17415 | WBGene00037047",47.619,"CBN10720 | WBGene00149445",58.2011,"CJA16811 | WBGene00136014",40.2116
"1691","WBGene00079619",0,0,0,0,0.100284698732655,0,"CRE07283","CRE07283","Integral membrane protein","",NA,NA,NA,NA,NA,NA,NA,NA
"1692","WBGene00079625",0.0461272188973954,0,0,0,0,0,"CRE07329","CRE07329","","",NA,NA,NA,NA,NA,NA,NA,NA
"1693","WBGene00079597",0,0,0.0437549603138922,0,0,0,"CRE07342","CRE07342","Gag-pol polyprotein","",NA,NA,NA,NA,"CBN15009 | WBGene00153734",12.5,NA,NA
"1694","WBGene00058209",0.0922544377947908,0,0.0875099206277844,0,0,0.0472191937103671,"CRE07343","CRE07343","C2H2-type domain-containing protein","Zinc finger C2H2 superfamily",NA,NA,NA,NA,NA,NA,"CJA41272 | WBGene00217120",4.51613
"1695","WBGene00079617",0,0,0.437549603138922,0,0.100284698732655,0.0472191937103671,"CRE07351","CRE07351","DDA1 domain-containing protein","",NA,NA,NA,NA,NA,NA,NA,NA
"1696","WBGene00079612",0,0,0.262529761883353,0,0,0,"CRE07352","CRE07352","","",NA,NA,NA,NA,NA,NA,NA,NA
"1697","WBGene00058184",0,0,0.175019841255569,0,0,0.283315162262202,"CRE07360","CRE07360","BTB domain-containing protein","",NA,NA,NA,NA,"CBN14085 | WBGene00152810",20.202,NA,NA
"1698","WBGene00058180",0.0922544377947908,0,0.175019841255569,0,0,0.0472191937103671,"CRE07361","CRE07361","Arrestin_C domain-containing protein","","H01M10.2 | WBGene00019144",74.5174,"CBG02079 | WBGene00025208",76.834,"CBN22824 | WBGene00161549",66.7954,"CJA42221 | WBGene00218069",65.251
"1699","WBGene00058163",0,0,0.437549603138922,0,0.100284698732655,0.188876774841468,"CRE07373","CRE07373","Transmembrane protein","","K02E10.5 | WBGene00019319",96.2121,"CBG02102 | WBGene00025225",94.697,"CBN02350 | WBGene00141075",96.2121,"CJA11481 | WBGene00130685",50
"1700","WBGene00058154",0,0,0.0875099206277844,0,0,0.0944383874207342,"Cre-hlh-15","CRE07382","CRE-HLH-15 protein","Myc-type, basic helix-loop-helix (bHLH) domain, Helix-loop-helix DNA-binding domain superfamily, Helix-loop-helix protein TAL-like","hlh-15 | WBGene00001959",97.7528,"Cbr-hlh-15 | WBGene00025233",97.7528,"Cbn-hlh-15 | WBGene00151787",96.6292,"Cjp-hlh-15 | WBGene00123068",98.8764
"1701","WBGene00058481",0.645781064563536,0,0.0875099206277844,0,0,0.236095968551835,"CRE07389","CRE07389","ZP domain-containing protein","Zona pellucida domain",NA,NA,NA,NA,NA,NA,NA,NA
"1702","WBGene00058456",0,0,0,0,0,0,"CRE07402","CRE07402","Reverse transcriptase domain-containing protein","Reverse transcriptase domain, Integrase, catalytic core, Ribonuclease H-like superfamily, Aspartic peptidase domain superfamily, Ribonuclease H superfamily, Reverse transcriptase/retrotransposon-derived protein, RNase H-like domain, Integrase zinc-binding domain, Reverse transcriptase/Diguanylate cyclase domain, DNA/RNA polymerase superfamily",NA,NA,NA,NA,"CBN06262 | WBGene00144987",66.1304,"CJA41747 | WBGene00217595",34.8696
"1703","WBGene00079595",0,0,0,0,0,0,"CRE07413","CRE07413","Reverse transcriptase domain-containing protein","Reverse transcriptase domain, DNA/RNA polymerase superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"1704","WBGene00079591",0,0,0.0437549603138922,0,0.150427048098983,0.33053435597257,"CRE07438","CRE07438","","",NA,NA,NA,NA,NA,NA,"CJA22329 | WBGene00177901",61.4583
"1705","WBGene00074010",0,0,0,0,0,0.0236095968551835,"CRE07441","CRE07441","SCP domain-containing protein","CAP superfamily",NA,NA,NA,NA,NA,NA,NA,NA
"1706","WBGene00073155",0.00645781064563536,0,0.0437549603138922,0,0.0586665487586034,0.0472191937103671,"CRE07442","CRE07442","Isochorismatase domain-containing protein","Isochorismatase-like, Isochorismatase-like superfamily","pnc-2 | WBGene00013336",38.2022,"Cbr-pnc-2 | WBGene00034545",38.2022,"Cbn-pnc-2 | WBGene00159848",38.2022,"CJA03361 | WBGene00122565",37.0787
